-0.000000000000000000e+00,4.251528065651655197e-03,3.968687262386083603e-03,5.685815121978521347e-04,-0.000000000000000000e+00,4.763339238706976175e-04,6.821762304753065109e-03,6.786086130887269974e-03,4.226541612297296524e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,2.899002050980925560e-03,-0.000000000000000000e+00,5.085282493382692337e-03,-0.000000000000000000e+00
-0.000000000000000000e+00,7.705243770033121109e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,2.240921894554048777e-04,-0.000000000000000000e+00,2.588677220046520233e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,6.763898767530918121e-03,-0.000000000000000000e+00,4.038964863866567612e-03,7.634490728378295898e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,4.442888312041759491e-03
-0.000000000000000000e+00,5.677996203303337097e-03,-0.000000000000000000e+00,4.631917923688888550e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.031063613481819630e-03,3.904291894286870956e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,2.856169827282428741e-03,-0.000000000000000000e+00,1.902948715724050999e-03
-0.000000000000000000e+00,-0.000000000000000000e+00,1.758004887960851192e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,4.955844487994909286e-03,1.164580462500452995e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.574440510012209415e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,4.737986891996115446e-04,-0.000000000000000000e+00
7.338103838264942169e-03,1.694624428637325764e-03,5.665968172252178192e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,2.050623763352632523e-03,4.309381358325481415e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.497780904173851013e-03,-0.000000000000000000e+00,2.177436370402574539e-03
-0.000000000000000000e+00,3.549485234543681145e-03,3.668425837531685829e-03,6.308848969638347626e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,2.373812720179557800e-03,-0.000000000000000000e+00,2.405286068096756935e-03,7.493985351175069809e-03,3.703910391777753830e-03,2.423877362161874771e-03
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,2.890545642003417015e-03,7.276560645550489426e-03,1.975174760445952415e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,4.336571786552667618e-03,7.836066186428070068e-03,2.853228710591793060e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,5.993053782731294632e-03,4.226216115057468414e-03,3.524683183059096336e-03
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,5.269465618766844273e-04,-0.000000000000000000e+00,1.375683583319187164e-03,3.892304841428995132e-03,3.959683701395988464e-03,4.321110434830188751e-03,1.221404527314007282e-03,6.114688701927661896e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,6.048019044101238251e-03,-0.000000000000000000e+00,-0.000000000000000000e+00
3.335781628265976906e-03,4.078496713191270828e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,4.475601483136415482e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,3.414889506530016661e-04,4.639075603336095810e-03,7.177982479333877563e-03,2.642304869368672371e-03,3.316250862553715706e-03,1.259654294699430466e-03,3.277250798419117928e-03,-0.000000000000000000e+00
2.657176461070775986e-03,4.152521956712007523e-03,-0.000000000000000000e+00,4.559122491627931595e-03,1.449535484425723553e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,4.901474341750144958e-03,5.321416538208723068e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,6.263216026127338409e-03,1.505012391135096550e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,1.738745137117803097e-03
