1.399885714054107666e-01,1.712715476751327515e-01,1.717114001512527466e-01,2.343241572380065918e-01,2.700522076338529587e-03,4.123122096061706543e-01,1.963374316692352295e-01,4.957677330821752548e-03,4.655899945646524429e-03,2.129715867340564728e-03
1.121829170733690262e-02,5.704493727535009384e-03,6.951501127332448959e-03,7.153207063674926758e-01,3.699356615543365479e-01,8.757269978523254395e-01,4.429019056260585785e-03,1.599911367520689964e-03,9.305762127041816711e-03,1.496244788169860840e+00
4.757695423904806376e-04,4.708653092384338379e-01,1.699158549308776855e-02,2.500865422189235687e-02,3.225536346435546875e-01,9.304750710725784302e-04,3.559573590755462646e-01,1.048847101628780365e-02,1.046350691467523575e-02,4.578689858317375183e-02
4.522295203059911728e-03,5.494582001119852066e-03,7.730825338512659073e-03,1.636188030242919922e-01,9.326927065849304199e-01,2.668595872819423676e-03,1.988342963159084320e-02,9.171321056783199310e-03,8.616083264350891113e-01,2.738562822341918945e-01
8.751617278903722763e-04,7.430218160152435303e-03,5.224110558629035950e-03,1.801540888845920563e-02,2.169709652662277222e-02,4.073050916194915771e-01,6.139020901173353195e-03,4.485777318477630615e-01,1.418911963701248169e-01,1.783400693966541439e-05
3.300786775071173906e-04,5.709186196327209473e-01,6.035261321812868118e-03,3.055361211299896240e-01,6.660448852926492691e-03,1.144643276929855347e-01,2.069758325815200806e-01,-0.000000000000000000e+00,3.570124804973602295e-01,2.154307216405868530e-01
8.019902161322534084e-04,2.217480242252349854e-01,7.723089773207902908e-03,9.948176741600036621e-01,1.572460122406482697e-02,6.085357163101434708e-04,1.185126695781946182e-02,9.988564252853393555e-01,3.366688191890716553e-01,3.981705382466316223e-02
3.928147198166698217e-04,9.651264175772666931e-03,1.036872863769531250e-01,9.756214916706085205e-03,4.618828743696212769e-02,9.407111406326293945e-01,5.762741435319185257e-03,5.179347470402717590e-03,3.852566480636596680e-01,5.437623243778944016e-03
6.584585309028625488e-01,3.810518886893987656e-03,1.167716860771179199e+00,9.185467362403869629e-01,3.393908264115452766e-03,4.314712285995483398e-01,4.051466938108205795e-03,2.377384006977081299e-01,5.014160275459289551e-01,7.563198804855346680e-01
4.432968795299530029e-03,2.371525019407272339e-01,7.659486960619688034e-03,5.732796620577573776e-03,7.056723237037658691e-01,1.305681705474853516e+00,5.026539564132690430e-01,1.795916408300399780e-01,5.787109136581420898e-01,4.080066923052072525e-03
2.816777229309082031e-01,5.744769573211669922e-01,8.028288483619689941e-01,7.375352382659912109e-01,7.910795807838439941e-01,7.533502764999866486e-03,9.739410132169723511e-03,6.895051002502441406e-01,3.357653319835662842e-02,5.512692332267761230e-01
6.774321198463439941e-01,2.908370643854141235e-02,6.550310850143432617e-01,3.443416440859436989e-03,5.178944468498229980e-01,5.165281705558300018e-03,1.081523418426513672e+00,6.809288263320922852e-01,1.407511472702026367e+00,9.543063119053840637e-03
7.074205577373504639e-02,1.657465845346450806e-02,1.136409770697355270e-02,7.584508974105119705e-03,1.916568353772163391e-02,3.047841368243098259e-03,1.034439355134963989e-02,8.613492846488952637e-01,7.178738117218017578e-01,1.146013662219047546e-02
6.145092775113880634e-04,2.752435160800814629e-03,4.611039999872446060e-03,3.220131695270538330e-01,1.366554647684097290e-01,2.291940618306398392e-03,9.605037048459053040e-03,3.790104091167449951e-01,8.539612405002117157e-03,1.485241670161485672e-02
7.239484190940856934e-01,2.508623152971267700e-02,8.122145198285579681e-03,1.619094423949718475e-02,5.891209840774536133e-01,5.204231012612581253e-03,8.164489269256591797e-01,1.290853717364370823e-03,1.890424191951751709e-01,2.460697200149297714e-03
3.716934323310852051e-01,7.666775025427341461e-03,6.042519584298133850e-03,1.431773789227008820e-02,3.763346374034881592e-01,2.436271607875823975e-01,4.818607866764068604e-01,3.082759082317352295e-01,1.173402555286884308e-02,1.416249200701713562e-03
6.265775561332702637e-01,6.831715349107980728e-03,4.177133552730083466e-03,2.218587696552276611e-02,1.699068583548069000e-02,2.249956596642732620e-03,6.396839022636413574e-01,9.398275613784790039e-02,5.705438554286956787e-03,5.818372592329978943e-03
4.279323853552341461e-03,3.758537173271179199e-01,7.111189421266317368e-03,3.754211124032735825e-03,2.864965200424194336e-01,1.010359764099121094e+00,1.638248264789581299e-01,1.422723755240440369e-02,5.417732000350952148e-01,4.915927071124315262e-03
3.145726621150970459e-01,4.727000836282968521e-03,2.920443890616297722e-03,8.016662672162055969e-03,3.845365047454833984e-01,1.494877934455871582e-01,3.064339160919189453e-01,2.478932440280914307e-01,5.400212481617927551e-03,1.601643413305282593e-01
1.836757361888885498e-02,6.825706362724304199e-01,5.761954467743635178e-03,6.272652000188827515e-02,3.263657912611961365e-03,3.433841168880462646e-01,1.140090078115463257e-02,3.293915651738643646e-04,5.941883660852909088e-03,3.695422085002064705e-03
3.791182935237884521e-01,9.502746164798736572e-03,7.442779839038848877e-03,4.163313806056976318e-01,8.887145668268203735e-02,1.725389957427978516e-01,9.202351793646812439e-03,1.042977571487426758e+00,8.512774109840393066e-01,2.615724224597215652e-03
4.268167540431022644e-03,1.055315375328063965e+00,7.496537640690803528e-03,1.008356572128832340e-03,5.707151256501674652e-03,7.256073355674743652e-01,3.273731768131256104e-01,9.747535586357116699e-01,6.176908034831285477e-03,5.497937672771513462e-04
4.221009612083435059e-01,1.212184783071279526e-03,1.014739751815795898e+00,7.204352319240570068e-02,3.438563318923115730e-03,8.324332237243652344e-01,4.326418973505496979e-03,1.297187328338623047e+00,4.715960025787353516e-01,1.158472657203674316e+00
6.929714679718017578e-01,1.735610663890838623e-01,7.774328347295522690e-03,9.208302013576030731e-03,7.416006922721862793e-01,2.113886363804340363e-02,3.599722385406494141e-01,1.291571184992790222e-03,6.173970643430948257e-03,4.901570975780487061e-01
3.566691186279058456e-03,3.647180739790201187e-03,1.098912023007869720e-02,2.501698732376098633e-01,7.065758705139160156e-01,6.061849649995565414e-03,8.810423314571380615e-03,5.773012638092041016e-01,1.322028413414955139e-02,4.932593405246734619e-01
5.417386069893836975e-03,1.137032080441713333e-02,1.328418254852294922e+00,4.893003497272729874e-03,5.739119052886962891e-01,4.114230629056692123e-03,3.432041965425014496e-03,1.533159054815769196e-02,2.960030436515808105e-01,1.083657261915504932e-03
9.341461062431335449e-01,1.954436767846345901e-03,1.072746038436889648e+00,1.035899281501770020e+00,3.575516166165471077e-03,2.170420065522193909e-02,5.586069226264953613e-01,5.198441445827484131e-03,2.083995342254638672e+00,6.713369861245155334e-03
5.833978652954101562e-01,1.851248741149902344e-01,8.137580938637256622e-03,4.751522094011306763e-02,1.364109851419925690e-02,1.604673266410827637e-02,9.280121885240077972e-03,3.715778887271881104e-01,5.135335326194763184e-01,3.963812254369258881e-03
6.298759952187538147e-03,2.440047822892665863e-02,1.013211607933044434e+00,2.549363374710083008e-01,4.130157642066478729e-03,2.252183854579925537e-03,9.765597060322761536e-03,2.151704626157879829e-03,1.722416877746582031e-01,4.989786539226770401e-03
9.127165675163269043e-01,5.700447130948305130e-03,5.774761438369750977e-01,2.134090522304177284e-03,2.116519398987293243e-02,6.916429381817579269e-03,1.263213753700256348e+00,1.181209925562143326e-03,1.275780916213989258e+00,1.000343076884746552e-02
5.231782793998718262e-03,8.304271101951599121e-01,1.037279330193996429e-02,9.975383058190345764e-03,5.044055581092834473e-01,1.936864852905273438e-01,2.776849316433072090e-03,-0.000000000000000000e+00,8.126659318804740906e-03,3.333647968247532845e-03
8.238554000854492188e-01,2.522618472576141357e-01,4.544798284769058228e-03,9.438821114599704742e-03,1.023402571678161621e+00,5.510496906936168671e-03,6.796016693115234375e-01,8.197866845875978470e-04,2.490689754486083984e-01,3.776042163372039795e-01
6.681534647941589355e-01,1.111316308379173279e-02,9.531946852803230286e-03,5.182356573641300201e-03,1.568505018949508667e-01,3.212894080206751823e-03,7.909480333328247070e-01,4.526183940470218658e-03,8.340684324502944946e-02,4.085381980985403061e-03
4.785093069076538086e-01,5.224812030792236328e-01,2.660821676254272461e-01,3.639998435974121094e-01,1.945053339004516602e-01,8.548416197299957275e-03,8.002548478543758392e-03,4.808056354522705078e-01,4.171946085989475250e-03,3.594515025615692139e-01
5.020701885223388672e-01,1.933543710038065910e-03,1.090133655816316605e-02,1.194771099835634232e-02,2.962662279605865479e-01,8.495300076901912689e-03,5.438063144683837891e-01,8.065781556069850922e-03,4.493616055697202682e-03,2.285129725933074951e-01
3.568984568119049072e-03,8.341100066900253296e-03,2.352440208196640015e-01,1.054880261421203613e+00,4.618098493665456772e-03,1.945246458053588867e-01,3.239311650395393372e-02,-0.000000000000000000e+00,1.272327303886413574e+00,5.242150276899337769e-03
7.079565897583961487e-03,4.231899976730346680e-03,6.633720397949218750e-01,1.456784129142761230e+00,5.934543907642364502e-03,6.914903409779071808e-03,6.895777583122253418e-02,6.274270708672702312e-04,5.748488306999206543e-01,4.622322507202625275e-03
4.899248778820037842e-01,4.964463114738464355e-01,3.056343458592891693e-02,2.123620547354221344e-02,3.253009170293807983e-03,1.845231950283050537e-01,4.837188404053449631e-03,4.383071362972259521e-01,3.467915812507271767e-03,1.352205574512481689e-01
1.393140196800231934e+00,1.516734156757593155e-02,8.669151663780212402e-01,6.705179810523986816e-01,5.902117490768432617e-01,1.043806318193674088e-02,8.853532373905181885e-03,3.466984629631042480e-01,1.269006013870239258e+00,7.516716718673706055e-01
3.277760744094848633e-02,6.130218040198087692e-03,1.181115508079528809e-01,3.779154419898986816e-01,2.601968124508857727e-03,1.925332248210906982e-01,5.754381418228149414e-03,2.170130610466003418e-03,8.166749030351638794e-03,3.890571184456348419e-03
6.090066432952880859e-01,1.088358554989099503e-02,5.363981705158948898e-03,2.158307004719972610e-03,1.042888522148132324e+00,4.573348164558410645e-01,7.461059093475341797e-01,3.736143466085195541e-03,9.886489510536193848e-01,1.023946642875671387e+00
6.581398658454418182e-03,1.313199382275342941e-02,4.515101667493581772e-03,3.825410269200801849e-03,2.315644621849060059e-01,3.479179143905639648e-01,4.960089921951293945e-03,7.675341330468654633e-03,8.220201358199119568e-03,2.447423990815877914e-03
1.784147461876273155e-03,5.439321398735046387e-01,1.562718510627746582e+00,5.619966890662908554e-03,2.026790827512741089e-01,3.733004909008741379e-03,2.134042531251907349e-01,-0.000000000000000000e+00,1.387748122215270996e-02,1.504500210285186768e-02
6.158763915300369263e-02,9.383517317473888397e-03,7.311321329325437546e-03,2.958559989929199219e-01,4.784403834491968155e-03,7.157620042562484741e-03,1.521858153864741325e-03,8.957216739654541016e-01,3.803938627243041992e-01,1.030446887016296387e+00
5.919668078422546387e-02,1.089410409331321716e-01,1.217674374580383301e+00,1.599167590029537678e-03,1.006165668368339539e-01,7.957279682159423828e-03,5.899904370307922363e-01,2.441326379776000977e-01,8.553617000579833984e-01,6.750682223355397582e-05
3.475596022326499224e-04,9.226297028362751007e-03,5.029053427278995514e-03,1.506755501031875610e-02,2.329593524336814880e-02,4.191209748387336731e-02,7.941128686070442200e-03,4.913589358329772949e-01,9.189873933792114258e-03,2.508682431653141975e-03
1.913362145423889160e-01,1.252378802746534348e-03,7.140565197914838791e-03,3.464603330940008163e-03,2.188461460173130035e-02,3.879233729094266891e-03,1.699141860008239746e+00,1.011562347412109375e-02,1.612801074981689453e+00,6.403720006346702576e-03
1.209377311170101166e-03,6.319057196378707886e-03,5.424003116786479950e-03,3.804213367402553558e-03,3.737019598484039307e-01,3.621706068515777588e-01,4.920969251543283463e-03,1.115203369408845901e-02,8.769101463258266449e-03,7.808171212673187256e-02
3.022785782814025879e-01,6.935671567916870117e-01,7.477628532797098160e-03,6.148684620857238770e-01,5.569519009441137314e-03,5.020969081670045853e-03,8.376117795705795288e-03,5.776619315147399902e-01,6.854036357253789902e-03,3.911358944606035948e-04
4.313836339861154556e-03,8.454566821455955505e-03,6.138341501355171204e-03,4.386245012283325195e-01,3.701883852481842041e-01,8.844072818756103516e-01,4.199715796858072281e-03,9.294344112277030945e-03,4.506270401179790497e-03,3.407802199944853783e-03
4.214734770357608795e-03,9.127834439277648926e-01,4.697800278663635254e-01,2.475543413311243057e-03,7.341668009757995605e-02,7.962103001773357391e-03,9.030640125274658203e-03,5.939256548881530762e-01,5.263846367597579956e-03,3.217997727915644646e-03
8.908411264419555664e-01,7.269531022757291794e-03,7.352952379733324051e-03,2.263172566890716553e-01,1.246019732207059860e-02,6.609575152397155762e-01,3.266871273517608643e-01,5.004908889532089233e-03,1.406402945518493652e+00,4.288266791263595223e-05
4.215496126562356949e-03,1.281719747930765152e-02,1.114413887262344360e-02,9.699607267975807190e-03,4.515722990036010742e-01,2.591696381568908691e-01,4.005434811115264893e-01,-0.000000000000000000e+00,7.371598388999700546e-03,2.158684190362691879e-03
4.350950941443443298e-03,8.810316324234008789e-01,1.403338015079498291e-01,3.482365282252430916e-04,4.090275149792432785e-03,2.315101772546768188e-01,2.524457573890686035e-01,7.790345549583435059e-01,7.055783178657293320e-03,1.373594568576663733e-05
2.843413650989532471e-01,2.107596993446350098e-01,7.083311676979064941e-03,1.309165209531784058e-01,1.429301686584949493e-02,1.405956037342548370e-02,7.983081042766571045e-03,1.357232313603162766e-02,1.422066807746887207e+00,6.082482635974884033e-03
2.585726082324981689e-01,2.360908314585685730e-03,8.362309075891971588e-03,1.473902761936187744e-01,3.465354908257722855e-03,7.749240845441818237e-03,1.119378685951232910e+00,1.084597110748291016e+00,9.043912403285503387e-03,1.079579710960388184e+00
4.936507903039455414e-03,1.076015643775463104e-02,3.465258283540606499e-03,1.296949535608291626e-01,2.620359137654304504e-02,3.185971379280090332e-01,6.108765956014394760e-03,6.330454349517822266e-01,3.028973937034606934e-01,1.130591699620708823e-04
1.819659471511840820e-01,8.708527311682701111e-03,3.697381354868412018e-03,5.704882554709911346e-03,1.951689720153808594e-01,3.143526613712310791e-03,4.106653928756713867e-01,6.469317711889743805e-03,2.443707585334777832e-01,6.348520517349243164e-01
8.143920898437500000e-01,2.183298319578170776e-01,1.170438677072525024e-01,2.771235303953289986e-03,5.224138963967561722e-03,1.735266298055648804e-01,3.561134682968258858e-03,-0.000000000000000000e+00,1.220220685005187988e+00,1.106357760727405548e-02
